Term	POS1	POS2	POS3	POS4	Subjectivity1	Subjectivity2	Subjectivity3	Subjectivity4	Polarity1	Polarity2	Polarity3	Polarity4	Anger1	Anger2	Anger3	Anger4	Disgust1	Disgust2	Disgust3	Disgust4	Fear1	Fear2	Fear3	Fear4	Happiness1	Happiness2	Happiness3	Happiness4	Sadness1	Sadness2	Sadness3	Sadness4	Surprise1	Surprise2	Surprise3	Surprise4	Aditional1	Aditional2	Aditional3	Aditional4	Comments1	Comments2	Comments3	Comments4	
κεκράκτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	4	N/A	2	2	4	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κεκράχτης	NOUN	NOUN	NOUN	NOUN	N/A	OBJ	SUBJ+	SUBJ-	N/A	N/A	NEG	NEG	N/A	N/A	2	2	N/A	N/A	3	2	N/A	N/A	1	1	N/A	N/A	1	1	N/A	N/A	1	1	N/A	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κελεπούρι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	POS	N/A	NEG	POS	1	1	3	1	1	1	3	1	1	1	1	1	3	3	1	2	1	1	1	1	3	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κενό	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	1	N/A	4	N/A	2	N/A	4	N/A	1	N/A	2	N/A	1	N/A	3	N/A	1	N/A	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κεντρίζω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	1	N/A	1	N/A	2	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κεντώ 	VERB	VERB	VERB	VERB	SUBJ+	OBJ	OBJ	OBJ	BOTH	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κερασοφόρος	NOUN	NOUN	NOUN	ADJ	N/A	OBJ	SUBJ+	OBJ	N/A	N/A	NEG	N/A	N/A	N/A	3	N/A	N/A	N/A	2	N/A	N/A	N/A	2	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κερατάς	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	5	2	5	2	3	2	4	2	2	1	2	1	1	2	1	1	3	1	1	1	5	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κερατάς	NOUN	NOUN	NOUN	NOUN	N/A	SUBJ-	SUBJ+	SUBJ+	N/A	BOTH	NEG	NEG	N/A	2	5	2	N/A	2	4	2	N/A	1	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κέρατο	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	5	3	2	N/A	4	2	4	N/A	2	1	1	N/A	1	1	3	N/A	1	1	5	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κερδίζω	VERB	VERB	VERB	ADJ	SUBJ+	SUBJ-	SUBJ-	SUBJ-	POS	POS	POS	POS	1	1	1	1	1	1	1	1	2	1	1	1	5	3	4	3	1	1	1	1	5	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κεφαλή	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	OBJ	OBJ	BOTH	N/A	N/A	N/A	1	N/A	N/A	N/A	2	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κεχαγιάς	NOUN	NOUN	NOUN	NOUN	N/A	SUBJ+	SUBJ+	SUBJ-	N/A	NEG	NEG	NEG	N/A	2	3	3	N/A	1	4	2	N/A	1	2	2	N/A	1	1	1	N/A	1	1	1	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κηδεμονεύω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	1	2	2	N/A	3	2	1	N/A	2	2	1	N/A	1	1	3	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κηδεμονία	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	1	2	2	N/A	3	2	1	N/A	2	2	1	N/A	1	1	3	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κιμωλία	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	OBJ	OBJ	NEG	N/A	N/A	N/A	1	N/A	N/A	N/A	2	N/A	N/A	N/A	5	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κίναιδος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	1	1	4	2	2	2	4	3	1	1	1	2	1	1	1	1	1	1	1	2	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κιναισθησία	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κιναισθητικός -ή -ό	ADJ	ADJ	ADJ	ADJ	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κινώ	VERB	VERB	VERB	VERB	SUBJ+	OBJ	OBJ	OBJ	POS	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	1	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κιτρινιάρης	ADJ	ADJ	ADJ	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	1	N/A	5	2	4	N/A	4	3	1	N/A	2	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλαίω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	1	1	3	1	1	1	2	3	1	3	3	1	1	1	1	5	4	1	5	2	1	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλανιάρης	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	2	5	1	4	3	4	4	4	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλάνω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	3	2	5	N/A	4	3	2	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλαπάτσα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	1	N/A	3	1	3	N/A	4	2	1	N/A	1	2	1	N/A	1	1	4	N/A	1	3	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλασικός	ADJ	ADJ	ADJ	ADJ	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλάσιμο	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	3	2	5	1	4	3	1	1	1	2	1	1	1	1	1	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: indifference	N/A	N/A	
κλείνω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλειστός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	1	N/A	3	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλεφτάκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	3	2	2	2	3	2	3	2	4	2	1	2	1	1	1	1	2	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλεφταράς	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	3	3	4	3	3	4	4	5	3	2	2	1	1	1	1	2	1	1	1	5	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλεφταρού	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	3	4	3	2	4	4	5	2	2	2	1	1	1	1	2	1	1	1	5	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλέφτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	3	3	3	3	3	3	3	3	4	3	2	3	1	1	1	1	2	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλεφτράκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	2	2	3	2	3	2	4	2	2	2	1	1	1	1	2	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλεφτρού	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	2	3	3	2	3	3	4	2	2	2	1	1	1	1	2	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλίκα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	3	2	2	3	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλινικά	ADV	ADV	ADV	ADV	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	1	N/A	3	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλινικός	ADJ	ADJ	ADJ	ADJ	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	1	2	3	N/A	2	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλοτσοπατινάδα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	2	2	2	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	2	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κλωτσοπατινάδα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	2	2	2	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	2	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κνώδαλο	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	2	5	3	2	2	4	3	1	1	2	1	1	1	1	1	2	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κόβω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	OBJ	OBJ	NEG	N/A	N/A	N/A	2	N/A	N/A	N/A	3	N/A	N/A	N/A	4	N/A	N/A	N/A	1	N/A	N/A	N/A	2	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	can express sentiment in frozen expressions	N/A	N/A	
κοιλαράς	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	1	3	2	4	3	1	1	2	1	1	1	1	1	2	1	1	2	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοιναισθησία	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοινός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	2	N/A	2	N/A	3	N/A	2	N/A	2	N/A	1	N/A	4	N/A	1	N/A	2	N/A	1	N/A	2	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοινότητα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	3	N/A	3	N/A	1	N/A	1	N/A	2	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοκαλιάρης	ADJ	ADJ	ADJ	NOUN	SUBJ-	SUBJ-	SUBJ-	OBJ	NEG	NEG	NEG	N/A	3	1	3	N/A	3	2	3	N/A	2	1	2	N/A	1	1	1	N/A	3	1	1	N/A	4	1	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοκίτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	2	N/A	2	N/A	2	N/A	3	N/A	4	N/A	2	N/A	1	N/A	1	N/A	3	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοκκινίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ-	SUBJ-	POS	NEG	NEG	BOTH	3	1	1	3	1	1	2	3	1	2	3	3	3	1	1	3	1	1	1	1	4	1	4	3	N/A	N/A	N/A	N/A	N/A	exact sentiment: shame	N/A	N/A	
κοκόνα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ+	POS	NEG	NEG	POS	1	2	3	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοκορομαχία	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	1	1	2	N/A	3	2	1	N/A	3	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κολακεύω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	BOTH	N/A	NEG	POS	1	1	1	1	3	1	3	1	1	1	1	1	4	3	1	2	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κολέγιο	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	2	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κολλώ	VERB	VERB	VERB	VERB	SUBJ+	SUBJ-	SUBJ-	OBJ	NEG	NEG	NEG	N/A	1	1	1	N/A	3	2	3	N/A	3	1	1	N/A	1	1	1	N/A	1	1	1	N/A	3	1	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κολομπαράς	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	5	3	3	3	5	4	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	N/A	N/A	N/A	κολομπαρού	N/A	N/A	N/A	N/A	
κολούμπρα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	BOTH	2	1	3	3	3	1	3	2	3	1	1	3	1	1	1	2	1	1	1	3	5	4	3	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κόμης	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	2	N/A	3	N/A	3	N/A	4	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομμάρα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	OBJ	NEG	N/A	NEG	N/A	1	N/A	2	N/A	1	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομματόσκυλο	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	3	4	3	4	3	4	3	1	1	2	1	1	1	1	1	1	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομμούνα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	OBJ	NEG	NEG	NEG	N/A	3	2	4	N/A	4	2	4	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	3	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομμούνι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	4	3	4	2	4	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομμουνιστοσυμμορίτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	4	3	4	2	4	3	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κομπανία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	OBJ	POS	NEG	NEG	N/A	1	1	2	N/A	1	2	3	N/A	1	1	1	N/A	3	1	1	N/A	1	1	1	N/A	3	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κόμπλεξ	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	3	1	1	1	4	1	2	2	3	1	1	1	1	1	1	1	3	1	1	2	4	1	2	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: feeling inferior	N/A	N/A	
κομπογιαννίτης	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	4	2	4	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κονδυλοφόρος	NOUN	NOUN	NOUN	ADJ	SUBJ-	SUBJ-	SUBJ+	OBJ	NEG	NEG	NEG	N/A	3	1	3	N/A	4	2	3	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	3	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοντοβράκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	2	1	3	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοπάδι	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	3	1	3	1	3	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοπρο-	N/A	N/A	OTHER	N/A	SUBJ-	SUBJ+	SUBJ+	OBJ	NEG	NEG	NEG	N/A	3	3	4	N/A	4	4	3	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	3	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοπρολόγος	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	3	1	4	N/A	4	3	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοπρόσκυλο	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	4	4	3	4	3	1	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοράκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	OBJ	NEG	NEG	NEG	N/A	2	1	3	N/A	3	3	3	N/A	3	1	2	N/A	1	1	1	N/A	1	1	1	N/A	3	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορδώνω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ-	NEG	NEG	NEG	POS	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: feeling superior	N/A	N/A	
κορεννύω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	2	N/A	1	N/A	4	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορεσμός	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ-	OBJ	NEG	POS	NEG	N/A	2	1	1	N/A	4	1	3	N/A	1	1	1	N/A	1	3	1	N/A	1	1	1	N/A	2	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορμάκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	1	N/A	1	N/A	2	N/A	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορμάρα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	2	1	1	1	1	5	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορμί	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	4	2	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κορτάκιας	NOUN	NOUN	NOUN	NOUN	N/A	SUBJ+	SUBJ-	SUBJ-	N/A	NEG	NEG	NEG	N/A	1	2	1	N/A	2	3	2	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κοσμάκης	NOUN	NOUN	NOUN	NOUN	N/A	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	2	1	3	N/A	3	2	2	N/A	1	1	1	N/A	1	1	3	N/A	1	1	2	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κουδούνι	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	SUBJ-	OBJ	N/A	N/A	NEG	N/A	N/A	N/A	3	N/A	N/A	N/A	3	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κουιντέτο	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	SUBJ-	OBJ	N/A	N/A	NEG	N/A	N/A	N/A	2	N/A	N/A	N/A	3	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
κουκί	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	N/A	N/A	NEG	N/A	1	N/A	2	N/A	2	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
